Daniel_6_35_190960_197720|ninh gueic njiec daux gaux laengz zingh ninh nyei tin hungh hnangv yietc gau zoux nor
Daniel_6_36_197720_201560|naaiv deix mienh ziouc lomh nzoih mingh wuov
Daniel_6_37_201560_205760|buatc ndaa ni en daux gaux jouh tin hungh
Daniel_6_38_205760_212440|ninh mbuo ziouc mingh gox hungh diex gorngv taux ninh njiec nyei lingc
Daniel_6_39_212440_214720|ninh mbuo gorngv
Daniel_6_40_214720_216920|hungh diex aah
Daniel_6_41_216920_222640|maiv zeiz hungh diex njiec lingc hatc jienv hnangv naaiv nor gorngv fai
Daniel_6_42_222640_224400|faah ziepc hnoi gu nyuoz
Daniel_6_43_224400_228560|cuotv liuz jouh hungh diex
Daniel_6_44_228560_233760|maiv bun haaix dauh mienh jouh haaix dauh zienh fai haaix dauh mienh
Daniel_6_45_233760_238760|maiv zei aeqv wuov dauh mienh zuqc zoi njiec sienh nyei kuotv
Daniel_6_46_238760_241000|hungh diex dau
Daniel_6_47_241000_244080|za gengh maaih hnangv naaic nyei
Daniel_6_48_244080_250640|naaiv diuh lingc ziux mi ndie mienh caux besie mienh nyei leiz
Daniel_6_49_250640_253320|maiv haih goiv yienc aqv
Daniel_6_50_253320_256480|ninh mbuo ziouc gorngv mbuox hungh diex
Daniel_6_51_256480_258600|hungh diex aah
Daniel_6_52_258600_263200|dongh yiem yu ndaa zuqc guaatv daaih nyei mienh
Daniel_6_53_263200_269880|ndaa ni en maiv muangx meih yaac maiv muangx meih njiec mbuox hatc wuov diuh lingc
Daniel_6_54_269880_273840|ninh corc yietc hnoi daux gaux buo nzunc
Daniel_6_55_273840_278240|hungh diex haiz liuz naaiv deix waac ninh nzauh aqv
Daniel_6_65_315080_320040|hungh diex gorngv mbuox ndaa ni en
Daniel_6_75_369600_372880|hnyouv mun jienv heuc ndaa ni en
Daniel_6_76_372880_376000|ziangh jienv wuov dauh tin hungh nyei bou
Daniel_6_77_376000_378480|ndaa ni en aah
Daniel_6_78_378480_384120|dongh meih zanc zanc fu sux nyei tin hungh haih njoux meih biaux ndutv sienh nyei fai
Daniel_6_79_384120_386600|ndaa ni en dau
Daniel_6_80_386600_390080|o hungh diex aah
Daniel_6_81_390080_391680|ziangh duqv maanc fuix aqv
Daniel_6_82_391680_398320|yie nyei tin hungh paaiv ninh nyei fin mienh daaih bun sienh nyei nzuih baengx nqapc jienv
Daniel_6_83_398320_405960|sienh maiv hoic yie weic zuqc ziux tin hungh mangc yie maiv dorngc haaix nyungc
Daniel_6_84_405960_407280|o hungh diex aah
Daniel_6_85_407280_412560|yie yaac yiem meih nyei nza hmien maiv zoux dorngc haaix nyungc
Daniel_6_86_412560_419600|hungh diex za gengh a hneiv haic ziouc paaiv mienh zorqv ndaa ni en yiem kuotv cuotv daaih
Daniel_6_87_419600_423160|ninh mbuo ziouc zorqv ninh cuotv daaih
Daniel_6_88_423160_430600|buatc ninh nyei sin zaangc maiv maaih yietc norm dorngx mun weic zuqc ninh sienx kaux ninh nyei tin hungh
Daniel_6_89_430600_435480|hungh diex ziouc hatc mienh zorqv gox ndaa ni en wuov deix mienh
Daniel_6_90_435480_439360|liemh ninh mbuo nyei auv caux naamh nyouz
Daniel_6_91_439360_441840|zorqv ninh mbuo zoi njiec sienh nyei kuotv
Daniel_6_92_441840_446760|ndortv njiec zungv maiv taux kuotv ndoqv
Daniel_6_93_446760_449600|sienh ziouc betv ninh mbuo
Daniel_6_94_449600_454960|bun ninh mbuo nyei mbungv nauv muonc nzengc
Daniel_6_95_454960_461560|nqa haav ndaa li atc hungh fungx fienx tong lungh ndiev maanc guoqv
Daniel_6_96_461560_462480|maanc fingx
Daniel_6_97_462480_466040|maanc nyungc waac nyei mienh
Daniel_6_98_466040_466920|ninh gorngv
Daniel_6_99_466920_471040|tov bun meih mbuo yietc zungv duqv baengh orn
Daniel_6_100_471040_482120|yie njiec lingc gorngv da faanh yie gunv nyei guoqv nyei yietc zungv baeqc fingx oix zuqc gamh nziex yaac oix zuqc taaih ndaa ni en nyei tin hungh
Daniel_7_20_97902_101680|gunv nyanc orv camv camv nyei
Daniel_7_21_101578_104080|nqa haav yie mangc
Daniel_7_22_103975_108640|aengx buatc dauh ga naaiv hnangv domh nda maauh mbeux
Daniel_7_23_108531_114720|ninh nyei diqc daanz maaih biei kuaaiv ndaatv hnangv norqc nyei ndaatv nor
Daniel_7_24_114605_119080|naaiv dauh ga naaiv maaih biei norm m nqorngv
Daniel_7_25_118960_122360|ninh yaac duqv zipv lingc gunv
Daniel_7_26_122237_127840|jiex daaih yiem yie buatc laauc yaangh nyei sic wuov muonz
Daniel_7_27_127712_131760|yie mangc ziouc buatc da feix dauh ga naaiv
Daniel_7_28_131628_134360|se doqc haic
Daniel_7_29_134225_138160|gamh nziex haic yaac henv haic
Daniel_7_30_138021_141440|ninh maaih domh hlieqv nyaah
Daniel_7_31_141298_146360|ninh betv aengx ngaatc muonc ninh zorqv nyei ga naaiv
Daniel_7_32_146213_150400|zengc wuov deix longc zaux caaiv jienv
Daniel_7_33_150249_154920|ninh caux cuotv ndaangc wuov deix maiv fih hnangv
Daniel_7_34_154765_158680|ninh yaac maaih ziepc norm jorng
Daniel_7_35_158521_164120|yie mangc jienv aengx hnamv taux naaiv deix jorng nyei ziangh hoc
Daniel_7_36_163955_168640|yie buatc norm jorng faix nyei yiem naaiv deix jorng mbu ndongx cuotv daaih
Daniel_7_37_168471_177160|cuotv ndaangc wuov deix jorng maaih buo norm dorng jienv ninh liemh gorn baeng cuotv nzengc
Daniel_7_38_176982_180120|naaiv norm jorng faix
Daniel_7_39_179939_186520|maaih m zing hnangv mienh nyei m zing yaac maaih nzuih baengx bungx waac maux
Daniel_7_40_186333_190000|mangc buatc yietc liuz ziangh wuov dauh
Daniel_7_41_189810_191800|yie mangc jienv wuov zanc
Daniel_7_42_191608_195000|buatc maaih ziex norm weic liepc jiez
Daniel_7_43_194805_202360|aengx maaih yietc liuz ziangh wuov dauh daaih zueiz ninh nyei weic
Daniel_7_44_202157_206880|ninh nyei lui mbopv baeqc hnangv sorng nor
Daniel_7_45_206673_212040|ninh nyei mba biei hnangv cing nzengc ba gi yungh nyei biei
Daniel_7_46_211827_217320|ninh nyei weic hnangv maaih douz mbietc zieqc jienv nyei
Daniel_7_47_217102_223400|weic nyei yienh yaac hnangv maaih douz zieqc jienv nyei nor
Daniel_7_48_223176_227560|yiem ninh nyei nza hmien maaih douz njopc cuotv
Daniel_7_49_227332_230680|liouc mingh hnangv ndoqv nor
Daniel_7_50_230449_234120|cin cin dauh fu sux ninh
Daniel_7_51_233885_238480|waanc waanc dauh souv jienv ninh nyei nza hmien
Daniel_7_52_238241_244080|siemv zuiz jien zueiz jienv weic oix siemv zuiz
Daniel_7_53_243835_248360|zuangx sou daan yaac koi nqoi nzengc
Daniel_7_54_248111_254800|wuov zanc yie mangc jienv weic zuqc wuov norm jorng faix bungx waac maux
Daniel_7_55_254545_259560|mangc jienv wuov zanc wuov dauh hieh ga naaiv zuqc daix daic
Daniel_7_56_259300_263720|ninh nyei sin sei zuqc jiu bun douz buov mietc nzengc
Daniel_7_57_263456_268280|zengc njiec wuov deix hieh ga naaiv
Daniel_7_58_268011_272000|ninh mbuo nyei lingc zuqc zorqv mi aqv
Daniel_7_59_271728_279160|mv baac ninh mbuo nyei maengc liouh jienv weic dingc ziangx nyei hnoi nyieqc caux ziangh hoc
Daniel_7_60_278880_284360|yiem lungh muonz zanc mangc jienv wuov deix hinc yaangh nyei sic wuov zanc
Daniel_7_61_284075_285040|yie mangc
Daniel_7_62_284754_291720|buatc maaih dauh hnangv dauh mienh caux jienv lungh nyei mbuonx daaih
Daniel_7_63_291428_298360|ninh daaih lorz yaac duqv mingh yiem yietc liuz ziangh wuov dauh nyei nza hmien
Daniel_7_64_298061_305720|ninh duqv zipv lingc gunv yaac duqv njang laangc caux hungh lingc weic bun maanc guoqv
Daniel_7_65_305414_307840|maanc fingx
Daniel_8_10_53840_57680|i norm jorng zungv ndaauv nyei
Daniel_8_11_57680_61240|mv baac maaih norm gauh ndaauv
Daniel_8_12_61240_64920|gauh ndaauv wuov norm nqa haav cuotv
Daniel_8_13_64920_70680|yie buatc wuov dauh ba gi yungh gouv ceux mingh fai bung
Daniel_8_14_70680_74400|baqv bung caux naamh bung
Daniel_8_15_74400_80160|maiv maaih haaix nyungc hieh zoih haih borngz duqv ninh hingh
Daniel_8_16_80160_85520|yaac maiv maaih haaix dauh tengx biaux ndutv ninh nyei qaqv
Daniel_8_17_85520_91560|ninh sueih ganh nyei hnyouv zoux yaac zoux hlo jienv faaux
Daniel_8_18_91560_97000|yie yiem hnyouv hnamv taux naaiv deix jauv nyei ziangh hoc
Daniel_8_19_97000_106520|buatc maaih dauh yungh gouv yiem fai bung gan lungh ndiev nyei ndau beih daaih mv baac zaux zungv maiv taux ndau
Daniel_8_20_106520_113800|wuov dauh yungh gouv maaih jorng yiem i norm m zing mbu ndongx nqaengc nyei
Daniel_8_30_164920_171080|mv baac henv nyei ziangh hoc ninh nyei domh jorng zuqc nauv mi aqv
Daniel_8_31_171080_177320|yiem jorng nyei gorn aengx cuotv biei norm jorng nqaengc nyei
Daniel_8_32_177320_181400|hungx lungh nyei biei bung nziaaux
Daniel_8_33_181400_188120|naaiv deix biei norm jorng nyei yietc norm aengx cuotv norm jorng dorn
Daniel_8_34_188120_191880|naaiv norm jorng za gengh zoux hlo
Daniel_8_35_191880_194320|henv jienv faaux
Daniel_8_40_215320_218280|ninh taaih ninh ganh zoux hlo
Daniel_8_41_218280_223560|zungv ndongc lungh zaangc nyei jun baeng nyei hungh dorn
Daniel_8_42_223560_230920|ninh maiv bun mienh hnoi hnoi fongc horc buov ziec yaac baaic waaic hungh dorn nyei singx dinc
Daniel_8_43_230920_233360|laaix zuiz nyei gorn
Daniel_8_44_233360_241160|lungh zaangc nyei jun baeng caux hnoi hnoi buov ziec nyei jauv zuqc jiu bun ninh
Daniel_8_45_241160_245320|ninh zorqv zien leiz zoi njiec ndau
Daniel_8_46_245320_250400|ninh zoux jienv mingh yaac duqv longx jienv faaux
Daniel_8_47_250400_256320|nqa haav yie haiz dauh cing nzengc nyei fin mienh gorngv waac
Daniel_8_48_256320_262600|aengx maaih ganh dauh cing nzengc nyei fin mienh daaih naaic gorngv waac wuov dauh
Daniel_8_49_262600_268120|buatc yiem naaiv deix hinc yaangh nyei sic oix cuotv ndongc haaix lauh
Daniel_8_50_268120_270920|guangc hnoi hnoi fongc horc buov ziec nyei ga naaiv
Daniel_8_51_270920_277960|caux mienh baamz zuiz cuotv baaic waaic nyei sic ndongc haaix lauh
Daniel_8_52_277960_287880|singx dinc caux lungh zaangc nyei jun baeng oix zuqc jiu mingh zuqc caaiv njiec ndau ndongc haaix lauh
Daniel_8_53_287880_290320|ninh gorngv mbuox yie
Daniel_8_54_290320_294840|oix zuqc maaih i cin faam baeqv hnoi
Daniel_8_55_294840_301160|singx dinc cingx aengx nzuonx daaih hnangv loz wuov nor cing nzengc
Daniel_8_56_301160_305480|gaa mbe lien porv mengh laauc yanngh nyei sic
Daniel_8_57_305480_308080|yie ndaa ni en
Daniel_8_58_308080_312320|buatc liuz naaiv deix hinc yaangh nyei sic
Daniel_8_59_312320_316000|yie gengh oix mengh baeqc eix leiz
Daniel_8_60_316000_318640|liemh zeih maaih dauh
Daniel_8_61_318640_321640|fangx zeiv hnangv mienh nor
Daniel_8_62_321640_325360|souv jienv yie nyei nza hmien
Daniel_8_63_325360_331680|yie yaac haiz dauh mienh nyei qiex yiem ulai ndaaih i bung mbu ndongx
Daniel_8_64_331680_334080|heuc jienv gorngv
Daniel_8_65_334080_336720|gaa mbe lien aac
Daniel_8_66_336720_342880|oix zuqc bun naaiv dauh mienh bieqc hnyouv naaiv deix hinc yaangh nyei sic
Daniel_8_67_342880_348720|gaa mbe lien ziouc daaih nitv jienv yie souv nyei dorngx
Daniel_8_68_348720_351120|ninh yietv daaih
Daniel_8_69_351120_352520|yie gamh nziex haic
Daniel_8_70_352520_357440|ziouc mbaapv njiec hmien taux ndau
Daniel_8_71_357440_360040|ninh gorngv mbuox yie
Daniel_8_72_360040_363280|o baamh mienh nyei dorn aac
Daniel_8_73_363280_370600|oix zuqc bieqc hnyouv naaiv deix hinc yaangh nyei sic se weic setv mueiz nyei hnoi nyieqc
Daniel_8_74_370600_373960|ninh caux yie gorngv waac nyei ziangh hoc
Daniel_8_75_373960_377000|yie m njormh ndo nyei
Daniel_8_76_377000_379440|hmien taux ndau
Daniel_8_77_379440_383880|mv baac ninh maan yie aengx ken yie jiez sin souv jienv
Daniel_8_78_383880_387200|ninh gorngv
Daniel_8_79_387200_389280|muangx maah
Daniel_8_80_389280_392520|yie oix bun meih hiuv duqv tin hungh nouz mienh
Daniel_8_81_392520_396240|setv mueiz nyei hnoi nyieqc
Daniel_8_82_396240_398720|hnangv haaix nor
Daniel_8_83_398720_405840|weic zuqc naaiv deix hinc yaangh nyei sic gorngv zuqc dingc ziangx setv mueiz nyei jauv
Daniel_8_84_405840_411000|dongh meih buatc cuotv i norm jorng nyei ba gi yungh gouv
Daniel_8_85_411000_416160|se mi ndie caux besie guoqv nyei hungh
Daniel_8_86_416160_420800|wuov dauh yungh gouv se gikc guoqv nyei hungh
Daniel_8_87_420800_428400|i norm m zing mbu ndongx nyei domh jorng se wuov norm guoqv nyei daauh dauh hungh diex
Daniel_8_88_428400_433520|nauv mingh wuov norm jorng nqa haav aengx cuotv biei norm jorng
Daniel_8_89_433520_438800|se yiem daauh norm guoqv cuotv daaih nyei biei norm guoqv
Daniel_8_90_438800_442440|mv baac maiv ndongc daauh norm henv
Daniel_8_91_442440_446080|naaiv deix guoqv nyei setv mueiz hnoi aav lamh taux
Daniel_8_92_446080_451320|baamz zuiz mienh nyei zuiz buangv soux mouc
Daniel_8_93_451320_455080|maaih dauh hungh diex oix cuotv daaih
Daniel_8_94_455080_456520|hmien ciouv nyei
Daniel_8_95_456520_460640|ninh haih longc guv guaix nyei waac nduov mienh
Daniel_8_96_460640_467600|ninh nyei qaqv oix henv jienv faaux mv baac maiv zeiz laaix kaux ganh nyei qaqv
Daniel_8_97_467600_472800|ninh yaac oix zoux cuotv baaic waaic nyei jauv gamh nziex haic
Daniel_8_98_472800_477400|ninh oix zoux nyei sic ninh zoux duqv cuotv nyei
Daniel_8_99_477400_482960|ninh oix mietc nzengc maaih qaqv nyei mienh caux tin hungh nyei cing nzengc baeqc fingx
Daniel_8_100_482960_490560|ninh oix longc guv guaix nyei za eix bun nduov mienh nyei sic camv jienv faaux
Daniel_9_1_8000_11560|cuotv seix benx mi ndie mienh
Daniel_9_2_11560_15000|aa haa su e latv nyei dorn
Daniel_9_3_15000_16640|ndaa li atc
Daniel_9_4_16640_22040|liepc zoux ken ndie guoqv nyei hungh daauh hnyangx wuov hnyangx
Daniel_9_5_22040_25800|se ninh zueiz weic gunv da yietv hnyangx
Daniel_9_6_25800_28080|yie ndaa ni en
Daniel_9_7_28080_35600|doqc sou buatc ziouc hiuv duqv ziux ziouv mbuox douc waac mienh ye le mi nyei waac
Daniel_9_8_35600_42600|ye lu saa lem oix zuqc benx ndau huaang buangv cietv ziepc hnyangx
Daniel_9_9_42600_46160|yie ziouc huin mingh lorz ziouv tin hungh
Daniel_9_10_46160_49640|yie zei maiv nyanc haaix nyungc
Daniel_9_11_49640_53040|zuqv jienv la maah ndie cou
Daniel_9_12_53040_58720|aengx zueiz jienv saaiv ndui daux gaux jouh tin hungh
Daniel_9_13_58720_62280|yie daux gaux nyiemc zuiz bun ziouv
Daniel_9_14_62280_64640|yie nyei tin hungh
Daniel_9_15_64640_66520|yie gorngv
Daniel_9_16_66520_68680|o ziouv aac
Daniel_9_17_68680_70360|hlo haic
Daniel_9_18_70360_73520|mbuoqc horngh haic nyei tin hungh
Daniel_9_19_73520_78480|meih ei jienv meih laengz jiex nyei ngaengc waac
Daniel_9_20_78480_86120|yaac ziepc zuoqv nyei hnamv dongh hnamv meih yaac ei meih nyei leiz latc nyei mienh
Daniel_9_40_176800_179760|yie mbuo nyei tin hungh
Daniel_9_41_179760_184160|meih korv lienh aengx guangc yie mbuo nyei zuiz
Daniel_9_42_184160_187080|yie mbuo maiv muangx ziouv
Daniel_9_43_187080_189160|yie mbuo nyei tin hungh nyei waac
Daniel_9_44_189160_191960|dongh meih longc meih nyei bou
Daniel_9_45_191960_196720|zuangx douc waac mienh
Daniel_9_46_196720_200640|jiu bun yie mbuo nyei leiz latc
Daniel_9_47_200640_205480|i saa laa en nyei zuangx mienh baamz meih nyei leiz latc
Daniel_9_48_205480_208920|maiv kangv muangx meih nyei waac
Daniel_9_49_208920_212440|laaix yie mbuo baamz zuiz dorngc meih
Daniel_9_50_212440_216080|yie mbuo ziouc zuqc dongh meih nyei bou
Daniel_9_51_216080_218000|mose
Daniel_9_52_218000_224640|fiev jienv leiz latc sou wuov deix zioux nyei caux houv nyei waac
Daniel_9_53_224640_228080|meih ei jienv meih gorngv nyei waac zoux
Daniel_9_54_228080_233800|ziouc bun yie mbuo caux gunv yie mbuo wuov deix zuqc domh zeqc naanc
Daniel_9_55_233800_240080|yiem lungh ndiev maiv maaih haaix norm dorngx zuqc jiex hnangv ye lu saa lem
Daniel_9_56_240080_243760|hnangv fiev jienv mose nyei leiz latc nor
Daniel_9_57_243760_247840|yie mbuo zuqc naaiv deix yietc zungv zeqc naanc
Daniel_9_58_247840_251440|mv baac yie mbuo corc maiv lorz ziouv
Daniel_9_59_251440_253760|yie mbuo nyei tin hungh
Daniel_9_60_253760_255640|nyei en
Daniel_9_61_255640_260160|huin nzuonx daaih leih nqoi yie mbuo nyei zuiz
Daniel_9_62_260160_263440|ei jienv meih nyei zien leiz zoux
Daniel_9_63_263440_269440|ziouv  liuc leiz ziangx yaac bun yie mbuo zuqc naaiv deix zeqc naanc
Daniel_9_64_269440_271760|weic zuqc ziouv
Daniel_9_65_271760_274120|yie mbuo nyei tin hungh
Daniel_9_66_274120_276280|zoux haaix nyungc
Daniel_9_67_276280_278560|ninh zoux duqv horpc
Daniel_9_68_278560_282960|mv baac yie mbuo corc maiv muangx meih nyei waac
Daniel_9_69_282960_285080|o ziouv
Daniel_9_70_285080_286800|yie mbuo nyei tin hungh aac
Daniel_9_71_286800_295360|meih longc meih henv haic nyei buoz dorh meih nyei baeqc fingx cuotv i yipv deic bung
Daniel_9_72_295360_300000|meih ganh yaac duqv mengh dauh taux ih jaax hnoi
Daniel_9_73_300000_302840|yie mbuo baamz zuiz
Daniel_9_74_302840_305840|yie mbuo zoux orqv sic
Daniel_9_75_305840_307040|o ziouv aac
Daniel_9_76_307040_310800|ziux meih zoux horpc nyei yietc zungv sic
Daniel_9_77_310800_315440|tov guangc nqoi maiv dungx qiex jiez
Daniel_9_78_315440_318760|maiv dungx nouz meih nyei zingh
Daniel_9_79_318760_320520|meih nyei cing nzengc mbong
Daniel_9_80_320520_324120|ye lu saa lem
Daniel_9_81_324120_333920|yie mbuo nyei zuiz caux yie mbuo nyei ong taaix nyei zuiz bun ye lu saa lem caux meih nyei baeqc fingx zuqc weih gormx nyei zuangx mienh huotv
Daniel_9_82_333920_338440|o yie nyei tin hungh aac
Daniel_9_83_338440_343960|ih zanc tov muangx meih nyei bou daux gaux jouh nyei waac
Daniel_9_84_343960_345160|o ziouv aac
Daniel_9_85_345160_352600|tov weic meih ganh bun meih nyei hmien aengv cuotv njang ziux meih nyei singx dinc
Daniel_9_86_352600_357840|se zuqc baaic waaic nyei singx dinc
Daniel_9_87_357840_359640|o yie nyei tin hungh aac
Daniel_9_88_359640_362360|tov baeng m normh muangx
Daniel_9_89_362360_373720|tov nungx nqoi meih nyei m zing mangc yie mbuo zuqc nyei kouv naanc caux gan meih nyei mbuox heuc wuov norm zuqc baaic waaic nyei zingh
Daniel_9_90_373720_381240|yie mbuo daux gaux jouh meih se maiv zeiz weic yie mbuo ganh zoux duqv horpc
Daniel_9_91_381240_385360|se weic meih maaih hnyouv korv lienh
Daniel_9_92_385360_386480|o ziouv aac
Daniel_9_93_386480_389880|tov muangx
Daniel_9_94_389880_391160|o ziouv aac
Daniel_9_95_391160_393400|tov guangc nqoi
Daniel_9_96_393400_398160|tov ziouv muangx haiz yaac zoux aqv
Daniel_9_97_398160_399440|yie nyei tin hungh aac
Daniel_9_98_399440_402840|weih meih ganh maiv dungx ngaih
Daniel_9_99_402840_409160|weic zuqc meih nyei zingh caux meih nyei baeqc fingx gan meih nyei mbuox heuc
Daniel_9_100_409160_414480|gaa mbe li en porv mengh zinh hoz waac
Daniel_9_101_414480_417560|yie daux gaux jienv mingh
Daniel_9_102_417560_423960|nyiemc yie ganh nyei zuiz caux yie juangc i saa laa en fingx nyei mienh nyei zuiz
Daniel_9_103_423960_429400|yaac weic yie nyei tin hungh nyei cing nzengc mbong yiem ziouv
Daniel_9_104_429400_433240|yie nyei tin hungh nyei nza hmien
Daniel_9_105_433240_437320|corc daux gaux jienv wuov zanc
Daniel_9_106_437320_442560|yie buatc dongh zinh ndaangc yiem wuov nzunc laauc yaangh nyei sic wuov dauh mienh
Daniel_9_107_442560_444760|gaa mbe lien
Daniel_9_108_444760_448600|siepv siepv nyei ndaix daaih lorz yie
Daniel_9_109_448600_451600|wuov zanc se lungh maanz hmuangx
Daniel_9_110_451600_454600|fongc horc ziec nyei ziangh hoc
Daniel_9_111_454600_459120|gaa mbe lien gorngv mengh mbuox yie
Daniel_9_112_459120_461000|o ndaa ni en aac
Daniel_9_113_461000_466720|yie ih zanc daaih bun meih maaih cong mengh yaac haih bieqc hnyouv
Daniel_9_114_466720_472600|meih jiez gorn daux gaux jouh wuov zanc tin hungh ziouc dau meih
Daniel_9_115_472600_477640|yie daaih mbuox meih weic zuqc ninh hnamv meih camv nyei
Daniel_9_116_477640_488240|weic naaiv meih oix zuqc longx longx nyei hnamv aengx bieqc hnyouv naaiv deix hinc yaangh nyei sic
Daniel_9_117_488240_500000|tin hungh dingc weic meih nyei baeqc fingx caux meih nyei cing nzengc zingh maaih cietv ziepc norm leiz baaix oix zoux bun baamz zuiz nyei jauv dangx nzengc
Daniel_9_118_500000_500920|nzaaux nzengc
Daniel_9_119_500920_503120|fiqv nzengc zuiz
Daniel_9_120_503120_507320|dorh yietc liuz baengh fim nyei jauv bieqc daaih
Daniel_9_135_586000_591560|yaac maaih zeqc naanc nyei sic ziux dingc ziangx
Daniel_9_136_591560_598480|ninh caux mienh camv liepc jiez yietc norm leiz baaix nyei ngaengc waac
Daniel_9_137_598480_608520|mv baac jiex liuz ndaamv norm leiz baaix ninh oix bun fongc horc caux buov ziec nyei jauv louc dingh
Daniel_9_138_608520_615680|zoux bun nyungc nyungc waaic wuov dauh domh hieh youx ziouc taux aqv
Daniel_9_139_615680_621720|taux dingc daaih nyei setv mueiz dox cuotv bun ninh
Ecclesiastes_10_1_8000_14451|mungz daic zoux bun ndaang nyei youh zueix mingh
Ecclesiastes_10_2_14480_20918|diqv dien hngongx nyei jauv yaac haih zoux waaic cong mengh caux njang laangc
Ecclesiastes_10_3_20960_26227|cong mengh mienh nyei hnyouv dorh ninh oix zoux horpc
Ecclesiastes_10_4_26280_31417|mienh hngongx mienh nyei hnyouv dorh ninh mingh zoux dorngc
Ecclesiastes_10_5_31480_36087|mienh hngongx mienh yangh gan jienv jauv mingh
Ecclesiastes_10_6_36160_39241|ninh maiv jangx haaix nyungc
Ecclesiastes_10_7_39320_45868|ninh ganh zungv bun zuangx mienh zieqv duqv ninh se mienh hngongx mienh
Ecclesiastes_10_8_45960_50498|se gorngv gunv meih wuov dauh qiex jiez meih
Ecclesiastes_10_9_50600_53612|maiv dungx cuotv meih nyei dorngx
Ecclesiastes_10_10_53720_57325|weic zuqc hnyouv nyienz duqv
Ecclesiastes_10_11_57440_60239|haih tengx simv nqoi
Ecclesiastes_10_12_60360_63752|maiv benx sic hlo
Ecclesiastes_10_13_63880_69181|yie buatc yiem seix zaangc maaih yietc nyungc orqv sic
Ecclesiastes_10_14_69320_76846|se benx yietc nyungc dorngc nyei sic yiem zoux hlo gunv sic mienh cuotv daaih
Ecclesiastes_10_15_77000_82275|se duqv liepc mienh hngongx mienh faaux hlang nyei weic
Ecclesiastes_10_16_82440_86386|butv zoih mienh zueiz aiv nyei weic
Ecclesiastes_10_17_86560_90738|yie buatc zoux nouh nyei mienh geh maaz
Ecclesiastes_10_18_90920_96247|yaac buatc zoux hlo nyei mienh yangh jauv hnangv nouh nor
Ecclesiastes_10_19_96440_98362|haaix dauh wetv kuotv
Ecclesiastes_10_20_98560_102953|nziex ninh zuqc ndortv kuotv gu nyuoz
Ecclesiastes_10_21_103160_105827|haaix dauh mborqv tong laatc
Ecclesiastes_10_22_106040_109221|nziex naang haih nyorqv ninh
Ecclesiastes_10_23_109440_112494|haaix dauh zuqc la bieiv
Ecclesiastes_10_24_112720_116566|nziex la bieiv haih hoic ninh mun
Ecclesiastes_10_25_116800_119839|haaix dauh piqv ndiangx ndongh
Ecclesiastes_10_26_120080_123432|nziex zuqc ndiangx hoic ninh
Ecclesiastes_10_27_123680_126706|se gorngv bouv ndorngv mingh
Ecclesiastes_10_28_126960_129899|mienh yaac maiv nzioux laic
Ecclesiastes_10_29_130160_133971|ninh oix zuqc longc qaqv camv
Ecclesiastes_10_30_134240_138961|mv baac cong mengh haih tengx mienh zoux duqv cuotv
Ecclesiastes_10_31_139240_144869|maiv gaengh zoux faatv bun naang ziouc zuqc naang nyorqv ndaangc
Ecclesiastes_10_32_145160_148821|nqa haav zoux faatv bun naang nyei mienh maiv duqv haaix nyungc aqv
Ecclesiastes_10_33_149120_155528|cong mengh mienh nyei nzuih gorngv cuotv maaih en zingh nyei waac
Ecclesiastes_10_34_155840_160159|mv baac mienh hngongx mienh nyei nzuih haih mietc ganh
Ecclesiastes_10_35_160480_166067|mienh hngongx mienh nyei nzuih jiez gorn gorngv benx hngongx nyei waac
Ecclesiastes_10_36_166400_171536|setv mueiz waac benx orqv nyei buv longh buv dangv waac
Ecclesiastes_10_37_171880_175009|mienh hngongx mienh gorngv waac camv
Ecclesiastes_10_38_175360_179799|maiv maaih mienh hiuv duqv oix maaih haaix nyungc sic cuotv
Ecclesiastes_10_39_180160_183232|maiv maaih haaix dauh haih mbuox ninh
Ecclesiastes_10_40_183600_187544|ninh daic mingh nqa haav maaih haaix nyungc sic
Ecclesiastes_10_60_255640_259879|nyaanh yaac haih bun mienh zoux duqv nyungc nyungc
Ecclesiastes_10_61_260400_265268|maiv dungx zioux hungh diex liemh maiv dungx yiem hnyouv zioux
Ecclesiastes_10_62_265800_269739|yaac maiv dungx yiem gen zioux butv zoih mienh
Ecclesiastes_10_63_270280_274649|nziex ndaamv lungh nyei norqc haih ndaam meih nyei waac mingh
Ecclesiastes_10_64_275200_278960|maaih ndaatv nyei ga naaiv haih zunh meih gorngv nyei waac
Ecclesiastes_11_1_7000_10498|zorqv meih nyei laangh ziqc haaz njiec wuom minc
Ecclesiastes_11_2_10520_15928|weic zuqc nqa haav ziex hnoi meih ziouc aengx lorz buatc daaih
Ecclesiastes_11_3_15960_20958|zorqv buonc bun siec dauh mienh
Ecclesiastes_11_4_21000_24510|zungv bun taux hietc dauh
Ecclesiastes_11_5_24560_30658|weic zuqc meih maiv hiuv duqv yiem naaiv lungh ndiev oix maaih haaix nyungc zeqc naanc
Ecclesiastes_11_6_30720_34690|se gorngv mbuonx maaih wuom buangv
Ecclesiastes_11_7_34760_38602|ninh ziouc dox njiec ndau beih aqv
Ecclesiastes_11_8_38680_44311|maiv gunv ndiangx nauv mingh naamh bung fai baqv bung
Ecclesiastes_11_9_44400_48582|nauv njiec haaix norm dorngx ziouc yiem wuov aqv
